MOBILEAREA,性别,年龄,金额
广东 东莞市,男,27.0,100
四川 成都市,男,34.0,100
浙江 宁波市,男,27.0,100
四川 成都市,男,45.0,100
广东 茂名市,女,21.0,100
安徽 池州市,男,45.0,100
广东 肇庆市,女,48.0,100
广东 茂名市,女,21.0,100
甘肃 酒泉市,女,34.0,100
甘肃 酒泉市,女,34.0,100
江西 九江市,男,21.0,100
江苏 扬州市,女,34.0,100
河北 石家庄市,男,34.0,100
广东 佛山市,男,34.0,100
河北 唐山市,男,34.0,100
上海,男,34.0,100
安徽 合肥市,女,34.0,100
河北 衡水市,男,34.0,100
辽宁 大连市,男,29.0,100
湖北 宜昌市,女,29.0,100
湖北 十堰市,女,29.0,100
福建 福州市,女,29.0,100
广东 梅州市,男,20.0,100
河南 许昌市,男,20.0,100
浙江 宁波市,男,20.0,100
安徽 淮南市,女,20.0,100
河北 邯郸市,女,20.0,100
浙江 金华市,女,29.0,100
山东 济宁市,男,29.0,100
湖南 长沙市,女,20.0,100
广东 汕头市,男,29.0,100
北京,男,30.0,100
河南 郑州市,男,30.0,100
广东 佛山市,男,30.0,100
广东 佛山市,女,20.0,100
福建 宁德市,男,30.0,100
河南 鹤壁市,女,20.0,100
黑龙江 哈尔滨市,男,45.0,100
云南 昆明市,男,30.0,100
河南 郑州市,女,29.0,100
广东 广州市,女,29.0,100
河南 三门峡市,男,37.0,100
江苏 南京市,男,20.0,100
河北 唐山市,女,37.0,100
山东 青岛市,女,20.0,100
山西 阳泉市,女,40.0,100
广东 广州市,女,20.0,100
江苏 南京市,女,20.0,100
湖北 黄冈市,女,35.0,100
安徽 合肥市,女,45.0,100
河北 廊坊市,女,29.0,100
云南 红河哈尼族彝族自治州,女,29.0,100
陕西 汉中市,女,29.0,100
江西 赣州市,男,21.0,100
广东 惠州市,女,27.0,100
山东 济南市,女,29.0,100
河北 唐山市,女,37.0,100
山东 临沂市,女,29.0,100
广东 深圳市,男,29.0,100
黑龙江 大庆市,男,29.0,100
江苏 南京市,女,20.0,100
广东 肇庆市,女,20.0,100
山东 临沂市,女,20.0,100
河北 保定市,男,34.0,100
上海,女,34.0,100
山西 运城市,女,34.0,100
河北 保定市,女,34.0,100
河南 南阳市,女,34.0,100
山西 临汾市,男,20.0,100
广东 广州市,女,29.0,100
浙江 温州市,女,29.0,100
上海,男,34.0,100
广东 汕头市,女,29.0,100
湖北 荆州市,男,29.0,100
江苏 宿迁市,女,29.0,100
广西 南宁市,男,29.0,100
山东 济宁市,男,20.0,100
江西 上饶市,女,21.0,100
四川 乐山市,女,21.0,100
广东 广州市,女,62.0,100
河北 唐山市,男,39.0,100
安徽 阜阳市,男,29.0,100
浙江 舟山市,男,21.0,100
湖北 武汉市,男,29.0,100
湖南 湘西,女,29.0,100
福建 厦门市,女,21.0,100
河北 沧州市,女,21.0,100
广东 深圳市,男,29.0,100
河北 邯郸市,男,29.0,100
山东 济宁市,女,29.0,100
福建 宁德市,女,29.0,100
四川 广元市,女,29.0,100
吉林 通化市,男,40.0,100
辽宁 大连市,男,29.0,100
陕西 榆林市,男,21.0,100
浙江 台州市,男,29.0,100
广西 玉林市,男,33.0,100
广东 湛江市,男,29.0,100
广东 梅州市,男,21.0,100
浙江 金华市,男,33.0,100
广东 中山市,男,29.0,100
河南 郑州市,男,33.0,100
山西 长治市,女,48.0,100
广东 东莞市,男,40.0,100
云南 玉溪市,女,40.0,100
广东 广州市,女,48.0,100
北京,男,21.0,100
广东 广州市,女,29.0,100
河北 沧州市,女,29.0,100
广东 广州市,女,29.0,100
山西 大同市,男,21.0,100
山东 聊城市,女,45.0,100
江西 南昌市,男,29.0,100
河北 保定市,女,45.0,100
辽宁 抚顺市,男,21.0,100
陕西 西安市,男,29.0,100
福建 泉州市,女,21.0,100
河北 衡水市,男,21.0,100
广东 肇庆市,女,21.0,100
重庆,女,21.0,100
安徽 合肥市,男,21.0,100
黑龙江 牡丹江市,男,29.0,100
山西 运城市,女,21.0,100
河北 石家庄市,女,21.0,100
浙江 宁波市,男,21.0,100
江苏 扬州市,男,45.0,100
福建 漳州市,女,29.0,100
山西 太原市,男,29.0,100
四川 遂宁市,女,29.0,100
江西 抚州市,男,62.0,100
浙江 嘉兴市,女,62.0,100
山东 潍坊市,女,45.0,100
重庆,男,21.0,100
山西 太原市,男,21.0,100
河北 保定市,男,21.0,100
河南 郑州市,男,21.0,100
宁夏 中卫市,男,21.0,100
四川 达州市,男,48.0,100
河北 邯郸市,女,33.0,100
安徽 安庆市,女,27.0,100
江苏 苏州市,女,21.0,100
湖南 邵阳市,女,27.0,100
湖北 武汉市,男,62.0,100
山东 菏泽市,男,48.0,100
广东 广州市,女,27.0,100
浙江 台州市,男,38.0,100
山西 长治市,女,21.0,100
广西 柳州市,女,21.0,100
云南 保山市,女,21.0,100
浙江 杭州市,男,21.0,100
广西 柳州市,男,29.0,100
山东 济南市,女,21.0,100
山东 济南市,男,21.0,100
重庆,女,21.0,100
河北 沧州市,女,21.0,100
浙江 湖州市,女,21.0,100
上海,女,48.0,100
重庆,女,21.0,100
河北 邯郸市,男,21.0,100
福建 厦门市,男,29.0,100
河南 焦作市,男,29.0,100
湖北 宜昌市,男,29.0,100
广东 广州市,女,48.0,100
福建 泉州市,男,21.0,100
河南 焦作市,女,38.0,100
河南 开封市,女,27.0,100
广东 深圳市,男,24.0,100
江苏 无锡市,女,33.0,100
广东 广州市,女,29.0,100
福建 泉州市,男,27.0,100
浙江 金华市,女,33.0,100
广东 湛江市,男,33.0,100
广东 广州市,男,21.0,100
山东 泰安市,女,33.0,100
福建 福州市,男,33.0,100
安徽 淮南市,女,33.0,100
湖南 衡阳市,男,27.0,100
江苏 淮安市,女,21.0,100
湖南 岳阳市,男,27.0,100
江苏 盐城市,男,21.0,100
陕西 榆林市,女,33.0,100
江苏 徐州市,男,33.0,100
广东 东莞市,男,27.0,100
广东 佛山市,女,40.0,100
上海,男,38.0,100
山东 潍坊市,男,21.0,100
湖北 十堰市,男,38.0,100
河南 郑州市,女,29.0,100
福建 泉州市,男,62.0,100
广东 东莞市,女,27.0,100
河南 郑州市,男,29.0,100
广东 广州市,男,29.0,100
山东 泰安市,男,29.0,100
河南 郑州市,女,48.0,100
河北 邢台市,男,35.0,100
广东 深圳市,男,28.0,100
内蒙古 呼伦贝尔市,女,35.0,100
山东 滨州市,男,40.0,100
黑龙江 齐齐哈尔市,男,28.0,100
浙江 杭州市,男,67.0,100
四川 南充市,女,40.0,100
江苏 常州市,男,28.0,100
广东 深圳市,女,23.0,100
重庆,女,37.0,100
广东 广州市,女,28.0,100
黑龙江 哈尔滨市,男,40.0,100
四川 成都市,男,40.0,100
云南 昆明市,男,40.0,100
河南 安阳市,男,40.0,100
浙江 台州市,男,23.0,100
福建 泉州市,女,23.0,100
陕西 渭南市,女,28.0,100
福建 泉州市,男,28.0,100
福建 福州市,女,28.0,100
辽宁 沈阳市,男,40.0,100
山东 青岛市,男,28.0,100
四川 成都市,男,68.0,100
山东 济宁市,男,39.0,100
广东 中山市,男,39.0,100
上海,女,39.0,100
广东 广州市,男,28.0,100
内蒙古 鄂尔多斯市,男,28.0,100
吉林 长春市,男,39.0,100
江苏 淮安市,女,28.0,100
黑龙江 黑河市,女,37.0,100
山西 晋城市,男,38.0,100
浙江 杭州市,男,28.0,100
重庆,女,28.0,100
河南 平顶山市,女,41.0,100
辽宁 大连市,女,41.0,100
黑龙江 佳木斯市,男,28.0,100
江西 赣州市,男,41.0,100
山西 阳泉市,女,46.0,100
安徽 芜湖市,男,41.0,100
上海,女,41.0,100
浙江 杭州市,女,67.0,100
新疆 巴音郭楞,女,38.0,100
广东 韶关市,女,38.0,100
安徽 宣城市,男,46.0,100
北京,男,40.0,100
浙江 杭州市,男,37.0,100
河北 邯郸市,男,22.0,100
辽宁 营口市,女,40.0,100
广东 东莞市,男,28.0,100
江苏 徐州市,女,28.0,100
浙江 金华市,男,33.0,100
浙江 杭州市,男,28.0,100
江西 南昌市,女,40.0,100
山西 阳泉市,女,67.0,100
广东 广州市,女,40.0,100
山东 聊城市,女,37.0,100
湖北 武汉市,男,40.0,100
湖北 武汉市,男,39.0,100
浙江 温州市,男,33.0,100
福建 厦门市,男,33.0,100
山东 淄博市,男,39.0,100
山东 聊城市,男,37.0,100
上海,女,37.0,100
河南 南阳市,男,27.0,100
浙江 金华市,女,37.0,100
河南 洛阳市,男,38.0,100
广东 揭阳市,男,38.0,100
山东 东营市,男,38.0,100
山西 太原市,男,28.0,100
山东 泰安市,女,28.0,100
浙江 杭州市,男,38.0,100
河北 张家口市,男,38.0,100
河南 洛阳市,女,28.0,100
吉林 白城市,女,28.0,100
广东 广州市,女,38.0,100
北京,女,27.0,100
北京,男,28.0,100
河北 衡水市,男,33.0,100
重庆,男,38.0,100
河北 廊坊市,女,28.0,100
江苏 无锡市,男,38.0,100
山东 泰安市,男,38.0,100
云南 昆明市,男,33.0,100
福建 泉州市,男,38.0,100
四川 成都市,男,28.0,100
广东 广州市,男,33.0,100
陕西 西安市,女,37.0,100
湖北 黄冈市,女,39.0,100
广东 珠海市,男,37.0,100
上海,男,39.0,100
辽宁 沈阳市,男,39.0,100
浙江 台州市,男,39.0,100
黑龙江 牡丹江市,女,28.0,100
重庆,女,68.0,100
广东 东莞市,女,39.0,100
安徽 六安市,男,39.0,100
浙江 金华市,女,39.0,100
四川 达州市,男,46.0,100
湖北 宜昌市,女,68.0,100
山东 临沂市,女,28.0,100
安徽 马鞍山市,女,39.0,100
江苏 无锡市,女,28.0,100
广东 深圳市,男,39.0,100
广东 韶关市,女,68.0,100
北京,男,33.0,100
上海,女,39.0,100
福建 泉州市,男,33.0,100
山东 济宁市,男,37.0,100
江苏 南京市,男,33.0,100
北京,男,39.0,100
广东 河源市,男,24.0,100
浙江 杭州市,女,68.0,100
辽宁 营口市,女,28.0,100
江苏 泰州市,女,37.0,100
山东 济南市,女,23.0,100
山西 阳泉市,女,38.0,100
广东 广州市,女,67.0,100
上海,男,43.0,100
山东 莱芜市,女,28.0,100
辽宁 沈阳市,女,44.0,100
北京,女,28.0,100
河南 信阳市,男,28.0,100
北京,女,33.0,100
内蒙古 包头市,男,44.0,100
湖北 鄂州市,女,44.0,100
重庆,男,44.0,100
浙江 杭州市,男,28.0,100
广东 潮州市,女,44.0,100
云南 昭通市,女,46.0,100
山西 太原市,男,45.0,100
江苏 常州市,女,66.0,100
四川 成都市,男,37.0,100
北京,男,44.0,100
广东 广州市,男,27.0,100
河北 沧州市,男,66.0,100
广东 广州市,女,37.0,100
广东 潮州市,女,37.0,100
安徽 马鞍山市,男,45.0,100
内蒙古 巴彦淖尔,女,28.0,100
黑龙江 佳木斯市,男,66.0,100
山东 滨州市,男,27.0,100
河南 安阳市,男,27.0,100
江苏 宿迁市,男,45.0,100
江苏 苏州市,男,29.0,100
上海,男,45.0,100
吉林 通化市,男,45.0,100
贵州 贵阳市,女,45.0,100
广东 肇庆市,男,37.0,100
浙江 温州市,女,65.0,100
福建 南平市,男,37.0,100
安徽 安庆市,男,65.0,100
山东 东营市,男,28.0,100
内蒙古 呼伦贝尔,女,27.0,100
河南 郑州市,男,28.0,100
贵州 贵阳市,男,45.0,100
广东 广州市,男,65.0,100
江苏 南京市,男,65.0,100
广西 柳州市,男,45.0,100
湖北 襄阳市,男,45.0,100
上海,男,45.0,100
江苏 扬州市,男,27.0,100
江苏 扬州市,女,28.0,100
上海,男,28.0,100
黑龙江 佳木斯市,女,45.0,100
江苏 徐州市,男,45.0,100
浙江 温州市,男,28.0,100
辽宁 盘锦市,女,28.0,100
山东 青岛市,女,28.0,100
内蒙古 赤峰市,男,45.0,100
广东 湛江市,女,33.0,100
湖北 襄阳市,女,27.0,100
河北 邯郸市,女,27.0,100
山东 济宁市,女,43.0,100
山东 泰安市,男,67.0,100
湖北 十堰市,男,43.0,100
四川 泸州市,女,22.0,100
江苏 苏州市,男,42.0,100
重庆,女,42.0,100
广西 南宁市,男,42.0,100
四川 成都市,男,42.0,100
河北 唐山市,男,22.0,100
湖南 岳阳市,男,42.0,100
宁夏 银川市,男,42.0,100
四川 绵阳市,男,42.0,100
广东 肇庆市,男,66.0,100
浙江 温州市,男,42.0,100
福建 福州市,男,37.0,100
山西 长治市,女,42.0,100
广东 汕头市,男,37.0,100
广东 肇庆市,男,66.0,100
山东 济南市,男,22.0,100
江西 南昌市,男,28.0,100
陕西 西安市,男,22.0,100
江苏 苏州市,男,33.0,100
重庆,男,22.0,100
广东 肇庆市,女,66.0,100
甘肃 陇南市,女,41.0,100
福建 福州市,男,22.0,100
浙江 丽水市,女,41.0,100
福建 龙岩市,男,41.0,100
河北 衡水市,男,42.0,100
广东 广州市,男,21.0,100
河南 平顶山市,男,42.0,100
福建 厦门市,女,45.0,100
天津,女,33.0,100
广东 深圳市,男,28.0,100
广东 中山市,女,43.0,100
四川 成都市,男,33.0,100
四川 自贡市,女,45.0,100
辽宁 大连市,女,43.0,100
辽宁 大连市,女,43.0,100
黑龙江 哈尔滨市,女,43.0,100
福建 漳州市,女,43.0,100
河北 秦皇岛市,女,46.0,100
甘肃 酒泉市,男,28.0,100
北京,男,33.0,100
海南 海口市,女,42.0,100
黑龙江 黑河市,男,66.0,100
山西 忻州市,男,46.0,100
广东 东莞市,女,28.0,100
山东 淄博市,男,66.0,100
广东 广州市,女,42.0,100
四川 成都市,男,42.0,100
山西 阳泉市,女,45.0,100
河北 衡水市,女,45.0,100
河南 洛阳市,男,66.0,100
黑龙江 哈尔滨市,女,45.0,100
四川 凉山彝族自治州,男,42.0,100
山东 德州市,男,38.0,100
江西 南昌市,女,38.0,100
广东 深圳市,男,45.0,100
山东 淄博市,男,35.0,100
广东 汕尾市,女,73.0,100
山西 忻州市,男,35.0,100
山东 淄博市,男,35.0,100
广东 广州市,男,34.0,100
山东 青岛市,女,28.0,100
山东 烟台市,男,35.0,100
北京,男,35.0,100
宁夏 银川市,男,25.0,100
江苏 苏州市,男,34.0,100
广东 广州市,男,35.0,100
广东 东莞市,男,35.0,100
浙江 宁波市,男,74.0,100
山东 日照市,女,28.0,100
山东 青岛市,女,46.0,100
广东 广州市,男,74.0,100
河北 保定市,男,26.0,100
浙江 金华市,男,35.0,100
福建 龙岩市,女,28.0,100
吉林 辽源市,女,28.0,100
山西 临汾市,女,38.0,100
山西 运城市,男,34.0,100
山东 济宁市,女,35.0,100
江苏 泰州市,男,35.0,100
山东 青岛市,男,75.0,100
河北 石家庄市,男,28.0,100
江苏 盐城市,男,28.0,100
广东 广州市,男,73.0,100
江西 南昌市,男,38.0,100
河北 廊坊市,男,28.0,100
贵州 贵阳市,女,28.0,100
广西 玉林市,女,28.0,100
广东 广州市,女,36.0,100
辽宁 沈阳市,女,36.0,100
安徽 合肥市,女,36.0,100
辽宁 营口市,女,28.0,100
广东 广州市,女,28.0,100
河北 沧州市,男,36.0,100
江苏 盐城市,女,28.0,100
湖南 常德市,男,34.0,100
辽宁 沈阳市,男,36.0,100
新疆 伊犁哈萨克自治州,男,36.0,100
湖南 衡阳市,男,36.0,100
河南 开封市,男,28.0,100
重庆,男,26.0,100
广东 梅州市,男,36.0,100
河北 秦皇岛市,女,28.0,100
广东 东莞市,女,28.0,100
安徽 合肥市,女,72.0,100
河南 郑州市,男,26.0,100
天津,女,28.0,100
河南 新乡市,男,28.0,100
上海,男,72.0,100
江西 九江市,女,28.0,100
广东 茂名市,女,72.0,100
广东 珠海市,女,28.0,100
江苏 南京市,男,35.0,100
河北 张家口市,女,35.0,100
福建 泉州市,男,35.0,100
广东 湛江市,女,34.0,100
河北 唐山市,男,28.0,100
广东 广州市,女,34.0,100
辽宁 大连市,男,34.0,100
北京,女,34.0,100
湖南 郴州市,女,28.0,100
江苏 常州市,女,34.0,100
浙江 台州市,女,34.0,100
广东 广州市,男,28.0,100
江苏 南通市,女,26.0,100
宁夏 银川市,男,26.0,100
四川 德阳市,男,28.0,100
山东 淄博市,女,38.0,100
河南 周口市,男,26.0,100
湖南 邵阳市,女,38.0,100
湖南 永州市,男,38.0,100
广西 玉林市,男,34.0,100
江西 上饶市,男,25.0,100
陕西 西安市,女,38.0,100
江苏 苏州市,男,34.0,100
广东 深圳市,男,46.0,100
山东 聊城市,男,28.0,100
山西 太原市,女,28.0,100
四川 成都市,女,88.0,100
安徽 合肥市,男,34.0,100
浙江 宁波市,女,34.0,100
福建 龙岩市,女,34.0,100
辽宁 沈阳市,男,28.0,100
湖南 邵阳市,男,35.0,100
辽宁 大连市,女,35.0,100
吉林 长春市,男,25.0,100
河北 邢台市,女,28.0,100
浙江 杭州市,女,75.0,100
重庆,男,34.0,100
江苏 苏州市,男,35.0,100
河北 石家庄市,女,35.0,100
福建 福州市,男,34.0,100
上海,女,35.0,100
山东 济宁市,女,28.0,100
湖南 湘潭市,女,28.0,100
江苏 南京市,男,34.0,100
吉林 白城市,男,28.0,100
福建 福州市,男,35.0,100
上海,男,35.0,100
江苏 徐州市,女,28.0,100
浙江 杭州市,男,34.0,100
河北 唐山市,男,26.0,100
河南 鹤壁市,女,28.0,100
广西 南宁市,男,35.0,100
广东 广州市,男,35.0,100
山东 淄博市,女,34.0,100
福建 福州市,男,34.0,100
北京,男,35.0,100
重庆,男,38.0,100
北京,女,38.0,100
安徽 安庆市,男,36.0,100
江西 南昌市,女,38.0,100
黑龙江 哈尔滨市,男,24.0,100
广东 广州市,男,37.0,100
湖北 荆门市,男,37.0,100
广西 柳州市,女,46.0,100
河南 商丘市,男,46.0,100
云南 玉溪市,男,24.0,100
浙江 绍兴市,女,37.0,100
安徽 安庆市,女,70.0,100
吉林 长春市,男,37.0,100
山东 枣庄市,男,34.0,100
江苏 徐州市,男,37.0,100
上海,男,37.0,100
重庆,男,37.0,100
福建 厦门市,男,25.0,100
江苏 苏州市,男,70.0,100
河北 唐山市,男,25.0,100
浙江 嘉兴市,男,34.0,100
辽宁 沈阳市,男,37.0,100
北京,男,70.0,100
辽宁 沈阳市,女,25.0,100
甘肃 张掖市,男,37.0,100
河南 郑州市,男,27.0,100
江苏 无锡市,男,25.0,100
湖南 岳阳市,男,28.0,100
广东 汕尾市,女,46.0,100
河南 郑州市,女,28.0,100
内蒙古 呼和浩特市,女,34.0,100
河南 洛阳市,女,37.0,100
上海,女,38.0,100
山东 德州市,女,28.0,100
江苏 淮安市,男,38.0,100
河南 三门峡市,男,28.0,100
福建 泉州市,男,28.0,100
内蒙古 通辽市,女,37.0,100
广东 潮州市,男,38.0,100
广西 南宁市,女,37.0,100
河南 郑州市,男,37.0,100
湖北 襄阳市,男,37.0,100
江苏 南京市,男,37.0,100
重庆,男,27.0,100
山东 德州市,女,28.0,100
四川 绵阳市,男,37.0,100
广东 汕头市,男,69.0,100
河南 平顶山市,男,37.0,100
广东 广州市,女,37.0,100
北京,男,37.0,100
河北 唐山市,男,46.0,100
上海,男,69.0,100
湖北 宜昌市,女,69.0,100
内蒙古 鄂尔多斯市,女,28.0,100
福建 厦门市,男,28.0,100
湖北 武汉市,女,28.0,100
江苏 南京市,女,34.0,100
广西 防城港市,男,37.0,100
广东 汕头市,女,28.0,100
福建 龙岩市,女,36.0,100
湖南 长沙市,男,37.0,100
福建 三明市,男,36.0,100
天津,男,36.0,100
江西 萍乡市,女,28.0,100
新疆 昌吉回族自治州,男,27.0,100
山东 青岛市,女,26.0,100
河南 焦作市,男,28.0,100
河南 平顶山市,女,28.0,100
四川 成都市,男,28.0,100
江苏 无锡市,男,38.0,100
山东 日照市,女,28.0,100
江苏 南京市,女,36.0,100
广东 广州市,男,34.0,100
宁夏 固原市,男,36.0,100
浙江 绍兴市,女,36.0,100
河南 郑州市,男,28.0,100
浙江 温州市,女,34.0,100
河南 南阳市,男,28.0,100
浙江 湖州市,男,36.0,100
江苏 南通市,男,36.0,100
江苏 淮安市,女,38.0,100
湖北 武汉市,男,36.0,100
辽宁 沈阳市,男,38.0,100
江苏 泰州市,男,36.0,100
湖北 宜昌市,男,71.0,100
福建 宁德市,男,36.0,100
黑龙江 七台河市,女,38.0,100
江苏 南京市,女,36.0,100
江苏 淮安市,男,36.0,100
安徽 安庆市,男,38.0,100
浙江 杭州市,男,37.0,100
黑龙江 佳木斯市,男,46.0,100
重庆,男,38.0,100
广东 广州市,男,37.0,100
上海,男,38.0,100
江苏 常州市,女,70.0,100
广东 深圳市,女,37.0,100
四川 资阳市,男,28.0,100
湖北 武汉市,男,28.0,100
北京,男,38.0,100
福建 宁德市,男,36.0,100
广东 广州市,女,36.0,100
河北 保定市,男,71.0,100
上海,男,71.0,100
四川 泸州市,女,71.0,100
广东 中山市,女,28.0,100
上海,男,38.0,100
江苏 常州市,男,36.0,100
福建 泉州市,男,36.0,100
广东 中山市,男,36.0,100
甘肃 兰州市,女,36.0,100
北京,女,36.0,100
江苏 南京市,男,38.0,100
浙江 杭州市,男,28.0,100
四川 达州市,男,37.0,100
河南 濮阳市,女,28.0,100
湖北 武汉市,男,31.0,100
四川 泸州市,女,18.0,100
广东 东莞市,男,32.0,100
山西 大同市,女,47.0,100
黑龙江 哈尔滨市,男,18.0,100
广东 佛山市,男,36.0,100
江苏 扬州市,女,27.0,100
广东 梅州市,女,27.0,100
海南 海口市,男,47.0,100
山东 潍坊市,男,32.0,100
广东 深圳市,女,27.0,100
河南 漯河市,女,27.0,100
广东 深圳市,男,27.0,100
北京,女,18.0,100
广东 惠州市,男,27.0,100
重庆,女,27.0,100
福建 漳州市,男,18.0,100
河北 衡水市,女,27.0,100
山东 济南市,男,18.0,100
广东 珠海市,男,27.0,100
福建 漳州市,男,36.0,100
山西 忻州市,男,36.0,100
河北 石家庄市,女,36.0,100
河南 开封市,女,27.0,100
河北 沧州市,男,36.0,100
山东 日照市,女,36.0,100
江苏 苏州市,男,36.0,100
广东 肇庆市,女,36.0,100
上海,男,18.0,100
河北 石家庄市,男,36.0,100
河北 保定市,女,18.0,100
山东 泰安市,女,32.0,100
山西 临汾市,男,28.0,100
江苏 苏州市,女,18.0,100
四川 绵阳市,男,18.0,100
浙江 金华市,男,18.0,100
广东 茂名市,女,45.0,100
广东 湛江市,男,36.0,100
山东 泰安市,女,36.0,100
上海,男,32.0,100
江西 萍乡市,男,36.0,100
江苏 盐城市,男,27.0,100
山东 滨州市,男,18.0,100
江苏 泰州市,女,39.0,100
黑龙江 大庆市,女,32.0,100
山东 泰安市,女,27.0,100
甘肃 酒泉市,女,27.0,100
安徽 安庆市,女,18.0,100
吉林 长春市,女,32.0,100
山东 威海市,女,27.0,100
四川 广安市,男,18.0,100
辽宁 葫芦岛市,女,32.0,100
四川 广元市,男,45.0,100
江苏 常州市,男,18.0,100
江苏 扬州市,男,36.0,100
上海,男,32.0,100
辽宁 铁岭市,女,36.0,100
湖北 武汉市,女,36.0,100
山东 聊城市,女,36.0,100
宁夏 固原市,女,36.0,100
湖北 恩施土家族苗族自治州,男,36.0,100
上海,男,36.0,100
山西 太原市,男,36.0,100
浙江 宁波市,男,31.0,100
湖北 武汉市,男,32.0,100
四川 成都市,女,45.0,100
广东 广州市,男,39.0,100
重庆,女,28.0,100
安徽 合肥市,女,28.0,100
湖北 武汉市,男,18.0,100
四川 广安市,男,18.0,100
黑龙江 黑河市,女,17.0,100
新疆 阿克苏地区,男,32.0,100
山东 德州市,男,39.0,100
黑龙江 大庆市,女,47.0,100
辽宁 鞍山市,男,32.0,100
浙江 杭州市,男,17.0,100
上海,男,32.0,100
重庆,男,36.0,100
四川 成都市,女,32.0,100
四川 成都市,男,36.0,100
江苏 南通市,女,36.0,100
重庆,女,36.0,100
山东 烟台市,男,36.0,100
江西 赣州市,女,17.0,100
山东 青岛市,男,36.0,100
山东 泰安市,男,36.0,100
浙江 杭州市,女,36.0,100
福建 福州市,男,31.0,100
广东 广州市,女,36.0,100
湖北 恩施土家族苗族自治州,男,36.0,100
河南 三门峡市,女,36.0,100
江西 新余市,男,18.0,100
河南 许昌市,男,18.0,100
山东 东营市,男,32.0,100
浙江 台州市,男,18.0,100
广东 佛山市,女,18.0,100
四川 成都市,男,32.0,100
河南 焦作市,男,28.0,100
吉林 延边,男,18.0,100
山东 淄博市,女,28.0,100
河北 保定市,女,36.0,100
江苏 南通市,男,32.0,100
福建 厦门市,男,32.0,100
江西 南昌市,女,32.0,100
江苏 徐州市,女,28.0,100
安徽 宣城市,男,36.0,100
湖北 随州市,女,27.0,100
广东 广州市,女,36.0,100
山东 济南市,男,18.0,100
河南 新乡市,男,36.0,100
广东 佛山市,男,36.0,100
安徽 蚌埠市,男,36.0,100
黑龙江 黑河市,女,18.0,100
广西 北海市,男,39.0,100
天津,男,18.0,100
四川 遂宁市,女,35.0,100
山东 淄博市,男,39.0,100
广东 深圳市,女,28.0,100
河北 邯郸市,女,18.0,100
陕西 渭南市,男,18.0,100
山西 运城市,女,39.0,100
江苏 扬州市,女,39.0,100
湖北 武汉市,女,18.0,100
山西 太原市,男,18.0,100
重庆,男,28.0,100
山东 德州市,男,28.0,100
安徽 合肥市,男,28.0,100
辽宁 朝阳市,男,32.0,100
北京,女,47.0,100
广东 江门市,男,32.0,100
广东 深圳市,男,33.0,100
湖南 郴州市,男,32.0,100
广东 广州市,女,28.0,100
河北 沧州市,男,35.0,100
广西 玉林市,女,18.0,100
福建 厦门市,男,32.0,100
广东 深圳市,男,32.0,100
湖北 武汉市,女,18.0,100
福建 漳州市,男,32.0,100
湖北 十堰市,女,18.0,100
浙江 台州市,男,32.0,100
广东 广州市,男,35.0,100
江苏 淮安市,女,35.0,100
河南 新乡市,女,28.0,100
福建 厦门市,男,32.0,100
上海,男,35.0,100
河南 郑州市,男,28.0,100
四川 达州市,女,28.0,100
浙江 宁波市,男,35.0,100
湖北 武汉市,女,31.0,100
浙江 温州市,男,31.0,100
山西 太原市,女,19.0,100
辽宁 沈阳市,女,19.0,100
四川 成都市,男,28.0,100
山东 济南市,女,32.0,100
北京,女,32.0,100
湖北 荆州市,男,19.0,100
福建 泉州市,女,35.0,100
湖北 江汉（天门/仙桃/潜江）区,男,28.0,100
山东 德州市,女,28.0,100
河南 鹤壁市,男,28.0,100
云南 保山市,女,19.0,100
重庆,女,19.0,100
广西 梧州市,女,18.0,100
湖南 岳阳市,女,28.0,100
福建 龙岩市,男,18.0,100
广西 梧州市,女,18.0,100
黑龙江 哈尔滨市,女,35.0,100
山西 运城市,女,35.0,100
辽宁 沈阳市,女,35.0,100
广西 玉林市,女,35.0,100
四川 眉山市,男,39.0,100
吉林 长春市,女,35.0,100
湖北 武汉市,男,45.0,100
江苏 南京市,男,32.0,100
湖南 邵阳市,男,63.0,100
江苏 淮安市,男,18.0,100
江苏 南京市,男,18.0,100
广东 深圳市,男,32.0,100
湖南 郴州市,男,32.0,100
广西 贵港市,男,18.0,100
四川 成都市,女,32.0,100
福建 宁德市,男,28.0,100
辽宁 丹东市,男,18.0,100
湖北 宜昌市,男,45.0,100
河南 鹤壁市,男,28.0,100
上海,男,39.0,100
北京,男,39.0,100
福建 泉州市,女,28.0,100
河北 邯郸市,男,27.0,100
湖北 襄阳市,女,18.0,100
湖北 武汉市,男,36.0,100
四川 德阳市,女,36.0,100
河北 张家口市,女,36.0,100
河南 安阳市,女,45.0,100
浙江 温州市,女,18.0,100
湖南 益阳市,男,28.0,100
辽宁 沈阳市,女,18.0,100
浙江 金华市,女,45.0,100
吉林 吉林市,女,35.0,100
山东 济南市,男,35.0,100
北京,女,18.0,100
天津,男,35.0,100
河北 唐山市,男,35.0,100
四川 成都市,男,18.0,100
广西 玉林市,男,35.0,100
广东 东莞市,男,35.0,100
山东 青岛市,女,28.0,100
陕西 汉中市,女,28.0,100
广东 深圳市,男,28.0,100
山东 济宁市,男,32.0,100
重庆,男,32.0,100
山东 德州市,男,47.0,100
河北 秦皇岛市,男,32.0,100
